All Method Calls (7334)

<org.axiondb.expression.ExpressionIdentifier; getName[]; java.lang.String; org.axiondb.expression.ExpressionIdentifier; getLabel[]; java.lang.String; null; this>
<org.axiondb.engine.TransactableTableImpl; excludeDeletedTransformUpdated[org.axiondb.RowIterator]; org.axiondb.RowIterator; org.axiondb.engine.TransactableTableImpl; getRowIterator[boolean]; org.axiondb.RowIterator; null; this>
<org.axiondb.Table; getRowIterator[boolean]; org.axiondb.RowIterator; org.axiondb.engine.TransactableTableImpl; getRowIterator[boolean]; org.axiondb.RowIterator; null; _table>
<org.axiondb.engine.rowiterators.ChainedRowIterator; addRowIterator[org.axiondb.RowIterator]; void; org.axiondb.engine.TransactableTableImpl; getRowIterator[boolean]; org.axiondb.RowIterator; null; chain>
<java.util.List; listIterator[]; java.util.ListIterator; org.axiondb.engine.TransactableTableImpl; getRowIterator[boolean]; org.axiondb.RowIterator; null; _insertedRows>
<org.axiondb.engine.rowiterators.UnmodifiableRowIterator; wrap[org.axiondb.RowIterator]; org.axiondb.RowIterator; org.axiondb.engine.TransactableTableImpl; getRowIterator[boolean]; org.axiondb.RowIterator; null; UnmodifiableRowIterator>
<org.axiondb.Table; getRowIterator[boolean]; org.axiondb.RowIterator; org.axiondb.engine.TransactableTableImpl; getRowIterator[boolean]; org.axiondb.RowIterator; null; _table>
<java.util.List; isEmpty[]; boolean; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; selectables>
<org.axiondb.engine.TransactableTableImpl; getRowIterator[boolean]; org.axiondb.RowIterator; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; this>
<java.util.List; iterator[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; selectables>
<java.util.List; iterator[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; values>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; left>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; right>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; left>
<org.axiondb.BinaryBranchWhereNode; setIsAnd[boolean]; void; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; branch>
<org.axiondb.BinaryBranchWhereNode; setLeft[org.axiondb.WhereNode]; void; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; branch>
<org.axiondb.BinaryBranchWhereNode; setRight[org.axiondb.WhereNode]; void; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; branch>
<org.axiondb.engine.TransactableTableImpl; getRowIterator[boolean]; org.axiondb.RowIterator; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; this>
<org.axiondb.engine.TransactableTableImpl; makeRowDecorator[]; org.axiondb.RowDecorator; org.axiondb.engine.TransactableTableImpl; getMatchingRows[java.util.List, java.util.List]; org.axiondb.RowIterator; null; this>
<org.axiondb.engine.TransactableTableImpl; getComparatorForWhereNode[org.axiondb.WhereNode]; org.axiondb.RowComparator; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; this>
<org.axiondb.Table; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; _table>
<org.axiondb.engine.TransactableTableImpl; hasUpdates[]; boolean; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; this>
<org.axiondb.engine.TransactableTableImpl; hasDeletes[]; boolean; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; this>
<org.axiondb.engine.rowiterators.ChainedRowIterator; addRowIterator[org.axiondb.RowIterator]; void; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; chained>
<org.axiondb.engine.rowiterators.ChainedRowIterator; addRowIterator[org.axiondb.RowIterator]; void; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; chained>
<org.axiondb.engine.TransactableTableImpl; excludeDeletedAndUpdated[org.axiondb.RowIterator]; org.axiondb.RowIterator; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; this>
<org.axiondb.engine.TransactableTableImpl; hasInserts[]; boolean; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; this>
<org.axiondb.engine.rowiterators.ChainedRowIterator; addRowIterator[org.axiondb.RowIterator]; void; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; chained>
<java.util.List; listIterator[]; java.util.ListIterator; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; _insertedRows>
<org.axiondb.RowSource; makeRowDecorator[]; org.axiondb.RowDecorator; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; _table>
<org.axiondb.engine.TransactableTableImpl; hasUpdates[]; boolean; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; this>
<org.axiondb.RowSource; makeRowDecorator[]; org.axiondb.RowDecorator; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; _table>
<java.util.Collection; iterator[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; _updatedRows.values()>
<java.util.Map; values[]; java.util.Collection; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; iterator[]; _updatedRows>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; iter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; iter>
<org.axiondb.RowDecorator; setRow[org.axiondb.Row]; void; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; dec>
<java.lang.Boolean; booleanValue[]; boolean; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; ((Boolean)node.evaluate(dec))>
<org.axiondb.WhereNode; evaluate[org.axiondb.RowDecorator]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; booleanValue[]; node>
<java.util.List; add[java.lang.Object]; boolean; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; matching>
<java.util.List; isEmpty[]; boolean; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; matching>
<org.axiondb.engine.rowiterators.ChainedRowIterator; addRowIterator[org.axiondb.RowIterator]; void; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; chained>
<java.util.List; listIterator[]; java.util.ListIterator; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; matching>
<org.axiondb.engine.rowiterators.UnmodifiableRowIterator; wrap[org.axiondb.RowIterator]; org.axiondb.RowIterator; org.axiondb.engine.TransactableTableImpl; getIndexedRows[org.axiondb.WhereNode, boolean]; org.axiondb.RowIterator; null; UnmodifiableRowIterator>
<org.axiondb.LeafWhereNode; getLeft[]; org.axiondb.Selectable; org.axiondb.engine.TransactableTableImpl; getComparatorForWhereNode[org.axiondb.WhereNode]; org.axiondb.RowComparator; null; leaf>
<org.axiondb.LeafWhereNode; getRight[]; org.axiondb.Selectable; org.axiondb.engine.TransactableTableImpl; getComparatorForWhereNode[org.axiondb.WhereNode]; org.axiondb.RowComparator; null; leaf>
<org.axiondb.LeafWhereNode; getLeft[]; org.axiondb.Selectable; org.axiondb.engine.TransactableTableImpl; getComparatorForWhereNode[org.axiondb.WhereNode]; org.axiondb.RowComparator; null; leaf>
<org.axiondb.LeafWhereNode; getLeft[]; org.axiondb.Selectable; org.axiondb.engine.TransactableTableImpl; getComparatorForWhereNode[org.axiondb.WhereNode]; org.axiondb.RowComparator; null; leaf>
<org.axiondb.LeafWhereNode; getRight[]; org.axiondb.Selectable; org.axiondb.engine.TransactableTableImpl; getComparatorForWhereNode[org.axiondb.WhereNode]; org.axiondb.RowComparator; null; leaf>
<org.axiondb.LeafWhereNode; getRight[]; org.axiondb.Selectable; org.axiondb.engine.TransactableTableImpl; getComparatorForWhereNode[org.axiondb.WhereNode]; org.axiondb.RowComparator; null; leaf>
<org.axiondb.engine.TransactableTableImpl; makeRowDecorator[]; org.axiondb.RowDecorator; org.axiondb.engine.TransactableTableImpl; getComparatorForWhereNode[org.axiondb.WhereNode]; org.axiondb.RowComparator; null; this>
<org.axiondb.Table; getRowCount[]; int; org.axiondb.engine.TransactableTableImpl; getRowCount[]; int; null; _table>
<java.util.List; size[]; int; org.axiondb.engine.TransactableTableImpl; getRowCount[]; int; null; _insertedRows>
<not found; size[]; not found; org.axiondb.engine.TransactableTableImpl; getRowCount[]; int; null; _deletedRows>
<org.axiondb.Table; getNextRowId[]; int; org.axiondb.engine.TransactableTableImpl; getNextRowId[]; int; null; _table>
<org.axiondb.Table; freeRowId[int]; void; org.axiondb.engine.TransactableTableImpl; freeRowId[int]; void; null; _table>
<org.axiondb.Table; drop[]; void; org.axiondb.engine.TransactableTableImpl; drop[]; void; null; _table>
<org.axiondb.Table; checkpoint[]; void; org.axiondb.engine.TransactableTableImpl; checkpoint[]; void; null; _table>
<org.axiondb.Table; shutdown[]; void; org.axiondb.engine.TransactableTableImpl; shutdown[]; void; null; _table>
<org.axiondb.Table; remount[java.io.File, boolean]; void; org.axiondb.engine.TransactableTableImpl; remount[java.io.File, boolean]; void; null; _table>
<not found; contains[]; not found; org.axiondb.engine.TransactableTableImpl; getRow[int]; org.axiondb.Row; null; _deletedRows>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; getRow[int]; org.axiondb.Row; null; _updatedRows>
<org.axiondb.engine.TransactableTableImpl; getInsertedRow[int]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl; getRow[int]; org.axiondb.Row; null; this>
<org.axiondb.RowSource; getRow[int]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl; getRow[int]; org.axiondb.Row; null; _table>
<org.axiondb.Table; applyInserts[java.util.Iterator]; void; org.axiondb.engine.TransactableTableImpl; applyInserts[java.util.Iterator]; void; null; _table>
<org.axiondb.Table; applyDeletes[org.axiondb.IntIterator]; void; org.axiondb.engine.TransactableTableImpl; applyDeletes[org.axiondb.engine.IntIterator]; void; null; _table>
<org.axiondb.Table; applyUpdates[java.util.Iterator]; void; org.axiondb.engine.TransactableTableImpl; applyUpdates[java.util.Iterator]; void; null; _table>
<not found; isDebugEnabled[]; not found; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; _log>
<not found; debug[]; not found; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; _log>
<org.axiondb.engine.TransactableTableImpl; assertOpen[]; void; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; this>
<org.axiondb.engine.TransactableTableImpl; hasDeferredConstraint[]; boolean; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; this>
<java.util.List; iterator[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; _insertedRows>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; iter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; iter>
<org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent, boolean]; void; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; this>
<not found; size[]; not found; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; _deletedRows>
<not found; get[]; not found; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; _deletedRows>
<org.axiondb.RowSource; getRow[int]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; _table>
<org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent, boolean]; void; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; this>
<java.util.Collection; iterator[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; _updatedRows.values()>
<java.util.Map; values[]; java.util.Collection; org.axiondb.engine.TransactableTableImpl; commit[]; void; iterator[]; _updatedRows>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; iter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; iter>
<org.axiondb.RowSource; getRow[int]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; _table>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; row>
<org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent, boolean]; void; org.axiondb.engine.TransactableTableImpl; commit[]; void; null; this>
<not found; isDebugEnabled[]; not found; org.axiondb.engine.TransactableTableImpl; rollback[]; void; null; _log>
<not found; debug[]; not found; org.axiondb.engine.TransactableTableImpl; rollback[]; void; null; _log>
<org.axiondb.engine.TransactableTableImpl; assertOpen[]; void; org.axiondb.engine.TransactableTableImpl; rollback[]; void; null; this>
<not found; size[]; not found; org.axiondb.engine.TransactableTableImpl; rollback[]; void; null; _reservedRowIds>
<org.axiondb.engine.TransactableTableImpl; freeRowId[int]; void; org.axiondb.engine.TransactableTableImpl; rollback[]; void; null; this>
<not found; get[]; not found; org.axiondb.engine.TransactableTableImpl; rollback[]; void; null; _reservedRowIds>
<not found; isDebugEnabled[]; not found; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _log>
<not found; debug[]; not found; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _log>
<org.axiondb.engine.TransactableTableImpl; assertCommitted[]; void; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; this>
<not found; isEmpty[]; not found; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _deletedRows>
<not found; size[]; not found; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _deletedRows>
<org.axiondb.RowSource; getRow[int]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _table>
<not found; get[]; not found; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _deletedRows>
<org.axiondb.Table; getIndices[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _table>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; iter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; iter>
<org.axiondb.event.TableModificationListener; rowDeleted[org.axiondb.event.RowEvent]; void; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; index>
<org.axiondb.Table; applyDeletes[org.axiondb.IntIterator]; void; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _table>
<not found; iterator[]; not found; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _deletedRows>
<java.util.Map; isEmpty[]; boolean; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _updatedRows>
<java.util.Collection; iterator[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _updatedRows.values()>
<java.util.Map; values[]; java.util.Collection; org.axiondb.engine.TransactableTableImpl; apply[]; void; iterator[]; _updatedRows>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; iter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; iter>
<org.axiondb.RowSource; getRow[int]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _table>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; newrow>
<org.axiondb.Table; getIndices[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _table>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; indexIter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; indexIter>
<org.axiondb.event.TableModificationListener; rowUpdated[org.axiondb.event.RowEvent]; void; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; index>
<org.axiondb.Table; applyUpdates[java.util.Iterator]; void; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _table>
<java.util.Collection; iterator[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _updatedRows.values()>
<java.util.Map; values[]; java.util.Collection; org.axiondb.engine.TransactableTableImpl; apply[]; void; iterator[]; _updatedRows>
<java.util.List; isEmpty[]; boolean; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _insertedRows>
<java.util.List; iterator[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _insertedRows>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; iter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; iter>
<org.axiondb.Table; getIndices[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _table>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; indexIter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; indexIter>
<org.axiondb.event.TableModificationListener; rowInserted[org.axiondb.event.RowEvent]; void; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; index>
<org.axiondb.Table; applyInserts[java.util.Iterator]; void; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _table>
<java.util.List; iterator[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; apply[]; void; null; _insertedRows>
<org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent, boolean]; void; org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent]; void; null; this>
<org.axiondb.engine.TransactableTableImpl; getConstraints[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent, boolean]; void; null; this>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent, boolean]; void; null; iter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent, boolean]; void; null; iter>
<org.axiondb.Constraint; isDeferred[]; boolean; org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent, boolean]; void; null; c>
<org.axiondb.Constraint; evaluate[org.axiondb.event.RowEvent]; boolean; org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent, boolean]; void; null; c>
<org.axiondb.engine.TransactableTableImpl; getConstraints[]; java.util.Iterator; org.axiondb.engine.TransactableTableImpl; hasDeferredConstraint[]; boolean; null; this>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.TransactableTableImpl; hasDeferredConstraint[]; boolean; null; iter>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; hasDeferredConstraint[]; boolean; null; iter>
<org.axiondb.Constraint; isDeferred[]; boolean; org.axiondb.engine.TransactableTableImpl; hasDeferredConstraint[]; boolean; null; c>
<org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent]; void; org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; null; this>
<not found; contains[]; not found; org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; null; _deletedRows>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; null; row>
<not found; add[]; not found; org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; null; _deletedRows>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; null; row>
<java.util.Map; remove[java.lang.Object]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; null; _updatedRows>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; null; row>
<org.axiondb.event.BaseTableModificationPublisher; publishEvent[org.axiondb.event.TableModifiedEvent]; void; org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; null; this>
<org.axiondb.Row; setIdentifier[int]; void; org.axiondb.engine.TransactableTableImpl; updateRow[org.axiondb.Row, org.axiondb.Row]; void; null; newrow>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl; updateRow[org.axiondb.Row, org.axiondb.Row]; void; null; oldrow>
<org.axiondb.engine.TransactableTableImpl; checkConstraints[org.axiondb.event.RowEvent]; void; org.axiondb.engine.TransactableTableImpl; updateRow[org.axiondb.Row, org.axiondb.Row]; void; null; this>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; updateRow[org.axiondb.Row, org.axiondb.Row]; void; null; _updatedRows>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl; updateRow[org.axiondb.Row, org.axiondb.Row]; void; null; oldrow>
<org.axiondb.event.BaseTableModificationPublisher; publishEvent[org.axiondb.event.TableModifiedEvent]; void; org.axiondb.engine.TransactableTableImpl; updateRow[org.axiondb.Row, org.axiondb.Row]; void; null; this>
<java.util.List; size[]; int; org.axiondb.engine.TransactableTableImpl; getInsertedRow[int]; org.axiondb.Row; null; _insertedRows>
<java.util.List; get[int]; java.lang.Object; org.axiondb.engine.TransactableTableImpl; getInsertedRow[int]; org.axiondb.Row; null; _insertedRows>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl; getInsertedRow[int]; org.axiondb.Row; null; row>
<org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; org.axiondb.engine.TransactableTableImpl.TransactableTableRowIterator; remove[]; void; null; this>
<org.axiondb.engine.rowiterators.DelegatingRowIterator; current[]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl.TransactableTableRowIterator; remove[]; void; null; this>
<org.axiondb.engine.TransactableTableImpl; updateRow[org.axiondb.Row, org.axiondb.Row]; void; org.axiondb.engine.TransactableTableImpl.TransactableTableRowIterator; set[org.axiondb.Row]; void; null; this>
<org.axiondb.engine.rowiterators.DelegatingRowIterator; current[]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl.TransactableTableRowIterator; set[org.axiondb.Row]; void; null; this>
<not found; contains[]; not found; org.axiondb.engine.TransactableTableImpl.ExcludeDeleted; acceptable[int, org.axiondb.Row]; boolean; null; _deletedRows>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl.ExcludeDeleted; acceptable[int, org.axiondb.Row]; boolean; null; row>
<java.util.Map; containsKey[java.lang.Object]; boolean; org.axiondb.engine.TransactableTableImpl.ExcludeUpdated; acceptable[int, org.axiondb.Row]; boolean; null; _updatedRows>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl.ExcludeUpdated; acceptable[int, org.axiondb.Row]; boolean; null; row>
<org.axiondb.engine.TransactableTableImpl; deleteRow[org.axiondb.Row]; void; org.axiondb.engine.TransactableTableImpl.TransformUpdated; remove[]; void; null; this>
<org.axiondb.engine.rowiterators.TransformingRowIterator; current[]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl.TransformUpdated; remove[]; void; null; this>
<org.axiondb.engine.TransactableTableImpl; updateRow[org.axiondb.Row, org.axiondb.Row]; void; org.axiondb.engine.TransactableTableImpl.TransformUpdated; set[org.axiondb.Row]; void; null; this>
<org.axiondb.engine.rowiterators.TransformingRowIterator; current[]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl.TransformUpdated; set[org.axiondb.Row]; void; null; this>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.axiondb.engine.TransactableTableImpl.TransformUpdated; transform[org.axiondb.Row]; org.axiondb.Row; null; _updatedRows>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl.TransformUpdated; transform[org.axiondb.Row]; org.axiondb.Row; null; row>
<not found; removeElement[]; not found; org.axiondb.engine.TransactableTableImpl.InsertedRowIterator; remove[]; void; null; _reservedRowIds>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl.InsertedRowIterator; remove[]; void; null; current()>
<org.axiondb.engine.rowiterators.ListIteratorRowIterator; current[]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl.InsertedRowIterator; remove[]; void; getIdentifier[]; this>
<org.axiondb.Table; freeRowId[int]; void; org.axiondb.engine.TransactableTableImpl.InsertedRowIterator; remove[]; void; null; _table>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.TransactableTableImpl.InsertedRowIterator; remove[]; void; null; current()>
<org.axiondb.engine.rowiterators.ListIteratorRowIterator; current[]; org.axiondb.Row; org.axiondb.engine.TransactableTableImpl.InsertedRowIterator; remove[]; void; getIdentifier[]; this>
<java.util.Map; isEmpty[]; boolean; org.axiondb.engine.TransactableTableImpl; hasUpdates[]; boolean; null; _updatedRows>
<not found; isEmpty[]; not found; org.axiondb.engine.TransactableTableImpl; hasDeletes[]; boolean; null; _deletedRows>
<java.util.List; isEmpty[]; boolean; org.axiondb.engine.TransactableTableImpl; hasInserts[]; boolean; null; _insertedRows>
<not found; getLog[]; not found; org.axiondb.engine.TransactableTableImpl; hasInserts[]; boolean; null; LogFactory>
<org.axiondb.Column; getDataType[]; org.axiondb.DataType; org.axiondb.engine.BTreeIndexFactory; makeNewInstance[java.lang.String, org.axiondb.Column, boolean]; org.axiondb.Index; null; col>
<org.axiondb.Row; get[int]; java.lang.Object; org.axiondb.engine.LazyRow; get[int]; java.lang.Object; null; getRow()>
<org.axiondb.engine.LazyRow; getRow[]; org.axiondb.Row; org.axiondb.engine.LazyRow; get[int]; java.lang.Object; get[int]; this>
