All Method Calls (3000)

<gnu.trove.TIterator; moveToNextIndex[]; void; gnu.trove.THashIterator; next[]; V; null; this>
<java.util.ListIterator; previous[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<java.util.ListIterator; previous[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<java.util.ListIterator; remove[]; void; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<java.util.ListIterator; previous[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testRemovePrevious[]; void; null; list>
<java.util.AbstractCollection; addAll[java.util.Collection<? extends gnu.trove.TLinkedListTest.Data>]; boolean; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; list>
<java.util.Arrays; asList[gnu.trove.TLinkedListTest.Data[]]; java.util.List<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; Arrays>
<gnu.trove.TLinkedList; listIterator[int]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; list>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; list>
<java.util.ListIterator; previous[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; i>
<java.util.ListIterator; remove[]; void; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemoveLast[]; void; null; i>
<java.util.AbstractCollection; addAll[java.util.Collection<? extends gnu.trove.TLinkedListTest.Data>]; boolean; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; list>
<java.util.Arrays; asList[gnu.trove.TLinkedListTest.Data[]]; java.util.List<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; Arrays>
<gnu.trove.TLinkedList; listIterator[int]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; list>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; i>
<java.util.ListIterator; remove[]; void; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemoveFirst[]; void; null; i>
<java.util.AbstractCollection; addAll[java.util.Collection<? extends gnu.trove.TLinkedListTest.Data>]; boolean; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; list>
<java.util.Arrays; asList[gnu.trove.TLinkedListTest.Data[]]; java.util.List<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; Arrays>
<java.util.AbstractList; listIterator[]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<java.util.ListIterator; remove[]; void; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemoveNext[]; void; null; i>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testRemoveThrowsAfterAdd[]; void; null; list>
<java.util.AbstractList; listIterator[]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testRemoveThrowsAfterAdd[]; void; null; list>
<java.util.ListIterator; remove[]; void; gnu.trove.TLinkedListTest; testRemoveThrowsAfterAdd[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveThrowsAfterAdd[]; void; null; this>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutPrevious[]; void; null; list>
<gnu.trove.TLinkedList; listIterator[int]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutPrevious[]; void; null; list>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutPrevious[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutPrevious[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutPrevious[]; void; null; i>
<java.util.ListIterator; remove[]; void; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutPrevious[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutPrevious[]; void; null; this>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutNext[]; void; null; list>
<java.util.AbstractList; listIterator[]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutNext[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutNext[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutNext[]; void; null; i>
<java.util.ListIterator; remove[]; void; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutNext[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testRemoveThrowsWithoutNext[]; void; null; this>
<java.util.AbstractCollection; addAll[java.util.Collection<? extends gnu.trove.TLinkedListTest.Data>]; boolean; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; list>
<java.util.Arrays; asList[gnu.trove.TLinkedListTest.Data[]]; java.util.List<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; Arrays>
<java.util.AbstractList; listIterator[]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; i>
<java.util.ListIterator; add[java.lang.Object]; void; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; this>
<java.util.ListIterator; previous[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testIteratorAddFront[]; void; null; list>
<java.util.AbstractCollection; addAll[java.util.Collection<? extends gnu.trove.TLinkedListTest.Data>]; boolean; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; list>
<java.util.Arrays; asList[gnu.trove.TLinkedListTest.Data[]]; java.util.List<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; Arrays>
<gnu.trove.TLinkedList; listIterator[int]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; list>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; i>
<java.util.ListIterator; add[java.lang.Object]; void; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; this>
<java.util.ListIterator; previous[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testIteratorAddBack[]; void; null; list>
<java.util.AbstractCollection; addAll[java.util.Collection<? extends gnu.trove.TLinkedListTest.Data>]; boolean; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; list>
<java.util.Arrays; asList[gnu.trove.TLinkedListTest.Data[]]; java.util.List<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; Arrays>
<gnu.trove.TLinkedList; listIterator[int]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; i>
<java.util.ListIterator; add[java.lang.Object]; void; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; this>
<java.util.ListIterator; previous[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testIteratorAddMiddle[]; void; null; list>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; list>
<gnu.trove.TLinkedList; listIterator[int]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; list>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; i>
<java.util.ListIterator; set[java.lang.Object]; void; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; this>
<gnu.trove.TLinkedList; size[]; int; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; this>
<java.util.ListIterator; previous[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorSetSingleElementList[]; void; null; i>
<java.util.AbstractList; listIterator[]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; i>
<java.util.ListIterator; add[java.lang.Object]; void; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; this>
<java.util.ListIterator; hasPrevious[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; i>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; this>
<java.util.ListIterator; hasNext[]; boolean; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; this>
<java.util.ListIterator; previous[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; this>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testIteratorAddEmptyList[]; void; null; list>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testIteratorRemoveOnNext[]; void; null; list>
<gnu.trove.TLinkedList; listIterator[int]; java.util.ListIterator<gnu.trove.TLinkedListTest.Data>; gnu.trove.TLinkedListTest; testIteratorRemoveOnNext[]; void; null; list>
<java.util.ListIterator; next[]; java.lang.Object; gnu.trove.TLinkedListTest; testIteratorRemoveOnNext[]; void; null; i>
<java.util.ListIterator; remove[]; void; gnu.trove.TLinkedListTest; testIteratorRemoveOnNext[]; void; null; i>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testIteratorRemoveOnNext[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testIteratorRemoveOnNext[]; void; null; list>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkable]; boolean; gnu.trove.TLinkedListTest; testSerialize[]; void; null; list1>
<java.io.ObjectOutputStream; writeObject[java.lang.Object]; void; gnu.trove.TLinkedListTest; testSerialize[]; void; null; oos>
<java.io.ByteArrayOutputStream; toByteArray[]; byte[]; gnu.trove.TLinkedListTest; testSerialize[]; void; null; baos>
<java.io.ObjectInputStream; readObject[]; java.lang.Object; gnu.trove.TLinkedListTest; testSerialize[]; void; null; ois>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testSerialize[]; void; null; this>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<gnu.trove.TLinkedList; forEachValue[gnu.trove.TObjectProcedure<gnu.trove.TLinkedListTest.Data>]; boolean; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertFalse[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<gnu.trove.TLinkedList; forEachValue[gnu.trove.TObjectProcedure<gnu.trove.TLinkedListTest.Data>]; boolean; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertTrue[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<not found; assertEquals[]; not found; gnu.trove.TLinkedListTest; testForEach[]; void; null; this>
<gnu.trove.TLinkedList; get[int]; gnu.trove.TLinkedListTest.Data; gnu.trove.TLinkedListTest; testForEach[]; void; null; list>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testAddBefore[]; void; null; list>
<gnu.trove.TLinkedList; add[gnu.trove.TLinkedListTest.Data]; boolean; gnu.trove.TLinkedListTest; testAddBefore[]; void; null; list>
