All Method Calls (8837)

<java.util.Map; get[java.lang.Object]; java.lang.Object; org.sablecc.sablecc.ResolveProdTransformIds; caseAProd[org.sablecc.sablecc.node.AProd]; void; null; transformIds.astIds.names>
<java.util.Vector; elementAt[int]; java.lang.Object; org.sablecc.sablecc.Symbol; symbol[int, boolean]; org.sablecc.sablecc.Symbol; null; nonterminals>
<java.util.Vector; size[]; int; org.sablecc.sablecc.Symbol; computeArrays[]; void; null; terminals>
<java.util.Vector; size[]; int; org.sablecc.sablecc.Symbol; computeArrays[]; void; null; nonterminals>
<java.util.Vector; size[]; int; org.sablecc.sablecc.Symbol; computeArrays[]; void; null; terminals>
<java.util.Vector; size[]; int; org.sablecc.sablecc.Symbol; computeArrays[]; void; null; nonterminals>
<java.util.Vector; copyInto[java.lang.Object[]]; void; org.sablecc.sablecc.Symbol; computeArrays[]; void; null; terminals>
<java.util.Vector; copyInto[java.lang.Object[]]; void; org.sablecc.sablecc.Symbol; computeArrays[]; void; null; nonterminals>
<java.lang.System; arraycopy[java.lang.Object, int, java.lang.Object, int, int]; void; org.sablecc.sablecc.Symbol; computeArrays[]; void; null; System>
<java.lang.System; arraycopy[java.lang.Object, int, java.lang.Object, int, int]; void; org.sablecc.sablecc.Symbol; computeArrays[]; void; null; System>
<org.sablecc.sablecc.Symbol; computeArrays[]; void; org.sablecc.sablecc.Symbol; symbols[]; org.sablecc.sablecc.Symbol[]; null; this>
<org.sablecc.sablecc.Symbol; computeArrays[]; void; org.sablecc.sablecc.Symbol; terminals[]; org.sablecc.sablecc.Symbol[]; null; this>
<org.sablecc.sablecc.Symbol; computeArrays[]; void; org.sablecc.sablecc.Symbol; nonterminals[]; org.sablecc.sablecc.Symbol[]; null; this>
<org.sablecc.sablecc.Transitions; inAStateList[org.sablecc.sablecc.node.AStateList]; void; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; null; this>
<org.sablecc.sablecc.node.AStateList; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; null; node>
<org.sablecc.sablecc.node.TId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; null; node.getId()>
<org.sablecc.sablecc.node.AStateList; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AStateList; getTransition[]; org.sablecc.sablecc.node.PTransition; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; null; node.getTransition()>
<org.sablecc.sablecc.node.AStateList; getTransition[]; org.sablecc.sablecc.node.PTransition; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.Transitions; outAStateList[org.sablecc.sablecc.node.AStateList]; void; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; null; this>
<java.util.LinkedList; toArray[]; java.lang.Object[]; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; null; node.getStateLists()>
<org.sablecc.sablecc.node.AStateList; getStateLists[]; java.util.LinkedList; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; toArray[]; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.Transitions; caseAStateList[org.sablecc.sablecc.node.AStateList]; void; null; ((PStateListTail)temp[i])>
<java.lang.String; toUpperCase[]; java.lang.String; org.sablecc.sablecc.Transitions; inAStateList[org.sablecc.sablecc.node.AStateList]; void; null; node.getId().getText()>
<org.sablecc.sablecc.node.Token; getText[]; java.lang.String; org.sablecc.sablecc.Transitions; inAStateList[org.sablecc.sablecc.node.AStateList]; void; toUpperCase[]; node.getId()>
<org.sablecc.sablecc.node.AStateList; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.Transitions; inAStateList[org.sablecc.sablecc.node.AStateList]; void; getText[]; node>
<java.lang.String; toUpperCase[]; java.lang.String; org.sablecc.sablecc.Transitions; inAStateListTail[org.sablecc.sablecc.node.AStateListTail]; void; null; node.getId().getText()>
<org.sablecc.sablecc.node.Token; getText[]; java.lang.String; org.sablecc.sablecc.Transitions; inAStateListTail[org.sablecc.sablecc.node.AStateListTail]; void; toUpperCase[]; node.getId()>
<org.sablecc.sablecc.node.AStateListTail; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.Transitions; inAStateListTail[org.sablecc.sablecc.node.AStateListTail]; void; getText[]; node>
<java.lang.String; toUpperCase[]; java.lang.String; org.sablecc.sablecc.Transitions; outATransition[org.sablecc.sablecc.node.ATransition]; void; null; node.getId().getText()>
<org.sablecc.sablecc.node.Token; getText[]; java.lang.String; org.sablecc.sablecc.Transitions; outATransition[org.sablecc.sablecc.node.ATransition]; void; toUpperCase[]; node.getId()>
<org.sablecc.sablecc.node.ATransition; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.Transitions; outATransition[org.sablecc.sablecc.node.ATransition]; void; getText[]; node>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.sablecc.sablecc.Transitions; outAStateList[org.sablecc.sablecc.node.AStateList]; void; null; map>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.sablecc.sablecc.Transitions; outAStateListTail[org.sablecc.sablecc.node.AStateListTail]; void; null; map>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.sablecc.sablecc.Transitions; outATokenDef[org.sablecc.sablecc.node.ATokenDef]; void; null; tokenStates>
<java.lang.Class; getResourceAsStream[java.lang.String]; java.io.InputStream; org.sablecc.sablecc.GenAnalyses; GenAnalyses[org.sablecc.sablecc.ResolveAstIds]; void; null; getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends org.sablecc.sablecc.GenAnalyses>; org.sablecc.sablecc.GenAnalyses; GenAnalyses[org.sablecc.sablecc.ResolveAstIds]; void; getResourceAsStream[java.lang.String]; this>
<java.lang.String; equals[java.lang.Object]; boolean; org.sablecc.sablecc.GenAnalyses; GenAnalyses[org.sablecc.sablecc.ResolveAstIds]; void; null; ast_ids.astIds.pkgName>
<java.io.File; exists[]; boolean; org.sablecc.sablecc.GenAnalyses; GenAnalyses[org.sablecc.sablecc.ResolveAstIds]; void; null; pkgDir>
<java.io.File; mkdir[]; boolean; org.sablecc.sablecc.GenAnalyses; GenAnalyses[org.sablecc.sablecc.ResolveAstIds]; void; null; pkgDir>
<java.io.File; getAbsolutePath[]; java.lang.String; org.sablecc.sablecc.GenAnalyses; GenAnalyses[org.sablecc.sablecc.ResolveAstIds]; void; null; pkgDir>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; inAAstProd[org.sablecc.sablecc.node.AAstProd]; void; null; ast_ids.ast_names>
<java.util.List; add[java.lang.Object]; boolean; org.sablecc.sablecc.GenAnalyses; inATokenDef[org.sablecc.sablecc.node.ATokenDef]; void; null; tokenList>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; inATokenDef[org.sablecc.sablecc.node.ATokenDef]; void; null; ast_ids.astIds.names>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; inAElem[org.sablecc.sablecc.node.AElem]; void; null; ast_ids.ast_names>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; inAElem[org.sablecc.sablecc.node.AElem]; void; null; ast_ids.ast_elemTypes>
<org.sablecc.sablecc.node.AElem; getUnOp[]; org.sablecc.sablecc.node.PUnOp; org.sablecc.sablecc.GenAnalyses; inAElem[org.sablecc.sablecc.node.AElem]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.GenAnalyses; inAElem[org.sablecc.sablecc.node.AElem]; void; null; node.getUnOp()>
<org.sablecc.sablecc.node.AElem; getUnOp[]; org.sablecc.sablecc.node.PUnOp; org.sablecc.sablecc.GenAnalyses; inAElem[org.sablecc.sablecc.node.AElem]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<java.util.List; add[java.lang.Object]; boolean; org.sablecc.sablecc.GenAnalyses; inAElem[org.sablecc.sablecc.node.AElem]; void; null; elemList>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; outAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; ast_ids.ast_names>
<java.util.List; addAll[java.util.Collection]; boolean; org.sablecc.sablecc.GenAnalyses; outAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; info.elems>
<java.util.List; add[java.lang.Object]; boolean; org.sablecc.sablecc.GenAnalyses; outAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; altList>
<org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; org.sablecc.sablecc.GenAnalyses; outStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; org.sablecc.sablecc.GenAnalyses; outStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; org.sablecc.sablecc.GenAnalyses; outStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; org.sablecc.sablecc.GenAnalyses; outStart[org.sablecc.sablecc.node.Start]; void; null; this>
<java.io.File; getAbsolutePath[]; java.lang.String; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; new File(pkgDir,"Analysis.java")>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; macros>
<java.lang.String; equals[java.lang.Object]; boolean; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; ast_ids.astIds.pkgName>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; macros>
<java.util.List; iterator[]; java.util.Iterator; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; altList>
<java.util.Iterator; hasNext[]; boolean; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; i>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; macros>
<java.io.BufferedWriter; newLine[]; void; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; file>
<java.util.List; iterator[]; java.util.Iterator; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; tokenList>
<java.util.Iterator; hasNext[]; boolean; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; i>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; macros>
<java.util.Iterator; next[]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; i>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; macros>
<java.io.File; getAbsolutePath[]; java.lang.String; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; new File(pkgDir,"Analysis.java")>
<java.io.BufferedWriter; close[]; void; org.sablecc.sablecc.GenAnalyses; createAnalysis[]; void; null; file>
<java.io.File; getAbsolutePath[]; java.lang.String; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; new File(pkgDir,"AnalysisAdapter.java")>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; macros>
<java.lang.String; equals[java.lang.Object]; boolean; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; ast_ids.astIds.pkgName>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; macros>
<java.util.List; iterator[]; java.util.Iterator; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; altList>
<java.util.Iterator; hasNext[]; boolean; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; i>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; macros>
<java.util.List; iterator[]; java.util.Iterator; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; tokenList>
<java.util.Iterator; hasNext[]; boolean; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; i>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; macros>
<java.util.Iterator; next[]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; i>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; macros>
<java.io.File; getAbsolutePath[]; java.lang.String; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; new File(pkgDir,"AnalysisAdapter.java")>
<java.io.BufferedWriter; close[]; void; org.sablecc.sablecc.GenAnalyses; createAnalysisAdapter[]; void; null; file>
<java.io.File; getAbsolutePath[]; java.lang.String; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; new File(pkgDir,"DepthFirstAdapter.java")>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; macros>
<java.lang.String; equals[java.lang.Object]; boolean; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; ast_ids.astIds.pkgName>
<java.util.List; iterator[]; java.util.Iterator; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; altList>
<java.util.Iterator; hasNext[]; boolean; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; i>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; macros>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; macros>
<java.util.List; iterator[]; java.util.Iterator; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; info.elems>
<java.util.Iterator; hasNext[]; boolean; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; j>
<java.util.Iterator; next[]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; j>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; macros>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; macros>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; macros>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; macros>
<java.io.File; getAbsolutePath[]; java.lang.String; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; new File(pkgDir,"DepthFirstAdapter.java")>
<java.io.BufferedWriter; close[]; void; org.sablecc.sablecc.GenAnalyses; createDepthFirstAdapter[]; void; null; file>
<java.io.File; getAbsolutePath[]; java.lang.String; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; new File(pkgDir,"ReversedDepthFirstAdapter.java")>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; macros>
<java.lang.String; equals[java.lang.Object]; boolean; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; ast_ids.astIds.pkgName>
<java.util.List; iterator[]; java.util.Iterator; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; altList>
<java.util.Iterator; hasNext[]; boolean; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; i>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; macros>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; macros>
<java.util.List; listIterator[int]; java.util.ListIterator; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; info.elems>
<java.util.List; size[]; int; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; info.elems>
<java.util.ListIterator; hasPrevious[]; boolean; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; j>
<java.util.ListIterator; previous[]; java.lang.Object; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; j>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; macros>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; macros>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; macros>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; macros>
<java.io.File; getAbsolutePath[]; java.lang.String; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; new File(pkgDir,"ReversedDepthFirstAdapter.java")>
<java.io.BufferedWriter; close[]; void; org.sablecc.sablecc.GenAnalyses; createReversedDepthFirstAdapter[]; void; null; file>
<java.lang.Object; clone[]; int[]; org.sablecc.sablecc.IntSet; IntSet[org.sablecc.sablecc.IntSet]; void; null; set.elements>
<org.sablecc.sablecc.IntSet; get[int]; boolean; org.sablecc.sablecc.IntSet; set[int]; void; null; this>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.sablecc.sablecc.IntSet; toString[]; java.lang.String; null; s>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.sablecc.sablecc.IntSet; toString[]; java.lang.String; null; s>
<java.lang.StringBuffer; append[int]; java.lang.StringBuffer; org.sablecc.sablecc.IntSet; toString[]; java.lang.String; null; s>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.sablecc.sablecc.IntSet; toString[]; java.lang.String; null; s>
<java.lang.StringBuffer; toString[]; java.lang.String; org.sablecc.sablecc.IntSet; toString[]; java.lang.String; null; s>
<org.sablecc.sablecc.IntSet; clone[]; java.lang.Object; org.sablecc.sablecc.IntSet; xor[org.sablecc.sablecc.IntSet]; void; null; set>
<java.lang.System; getProperty[java.lang.String]; java.lang.String; org.sablecc.sablecc.ConflictException; getConflictualProductions[]; java.util.Set; null; System>
<org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; org.sablecc.sablecc.MacroExpander; MacroExpander[java.io.Reader]; void; null; this>
<java.io.Reader; close[]; void; org.sablecc.sablecc.MacroExpander; MacroExpander[java.io.Reader]; void; null; in>
<java.io.BufferedReader; readLine[]; java.lang.String; org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; null; in>
<java.lang.String; startsWith[java.lang.String]; boolean; org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; null; line>
<java.lang.String; substring[int]; java.lang.String; org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; null; line>
<java.lang.String; length[]; int; org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; null; MACRO>
<java.io.BufferedReader; readLine[]; java.lang.String; org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; null; in>
<java.lang.String; equals[java.lang.Object]; boolean; org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; null; line>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; null; macros>
<java.util.List; add[java.lang.Object]; boolean; org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; null; macro>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.sablecc.sablecc.MacroExpander; readInMacro[java.io.BufferedReader]; boolean; null; macros>
<java.lang.Class; getName[]; java.lang.String; org.sablecc.sablecc.MacroExpander; toString[]; java.lang.String; null; this.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends org.sablecc.sablecc.MacroExpander>; org.sablecc.sablecc.MacroExpander; toString[]; java.lang.String; getName[]; this>
<org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String]; void; null; this>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; macros>
<java.util.List; listIterator[]; java.util.ListIterator; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; macro>
<java.util.ListIterator; hasNext[]; boolean; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; li>
<java.util.ListIterator; nextIndex[]; int; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; li>
<java.io.BufferedWriter; newLine[]; void; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; out>
<java.util.ListIterator; next[]; java.lang.Object; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; li>
<java.lang.String; length[]; int; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; line>
<java.lang.String; charAt[int]; char; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; line>
<java.lang.String; charAt[int]; char; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; line>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; index>
<java.lang.StringBuffer; length[]; int; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; index>
<java.io.BufferedWriter; write[int]; void; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; out>
<java.io.Writer; write[java.lang.String]; void; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; out>
<java.lang.Integer; parseInt[java.lang.String]; int; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; Integer>
<java.lang.StringBuffer; toString[]; java.lang.String; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; index>
<java.io.BufferedWriter; write[int]; void; org.sablecc.sablecc.MacroExpander; apply[java.io.BufferedWriter, java.lang.String, java.lang.String[]]; void; null; out>
<org.sablecc.sablecc.ConstructNFA; setOut[org.sablecc.sablecc.node.Node, java.lang.Object]; void; org.sablecc.sablecc.ConstructNFA; outStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.ConstructNFA; getOut[org.sablecc.sablecc.node.Node]; java.lang.Object; org.sablecc.sablecc.ConstructNFA; outStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.node.Start; getPGrammar[]; org.sablecc.sablecc.node.PGrammar; org.sablecc.sablecc.ConstructNFA; outStart[org.sablecc.sablecc.node.Start]; void; null; node>
<org.sablecc.sablecc.ConstructNFA; getOut[org.sablecc.sablecc.node.Node]; java.lang.Object; org.sablecc.sablecc.ConstructNFA; outStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.node.Start; getPGrammar[]; org.sablecc.sablecc.node.PGrammar; org.sablecc.sablecc.ConstructNFA; outStart[org.sablecc.sablecc.node.Start]; void; null; node>
<org.sablecc.sablecc.ConstructNFA; setOut[org.sablecc.sablecc.node.Node, java.lang.Object]; void; org.sablecc.sablecc.ConstructNFA; outStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.node.Start; getPGrammar[]; org.sablecc.sablecc.node.PGrammar; org.sablecc.sablecc.ConstructNFA; outStart[org.sablecc.sablecc.node.Start]; void; null; node>
<org.sablecc.sablecc.ConstructNFA; setOut[org.sablecc.sablecc.node.Node, java.lang.Object]; void; org.sablecc.sablecc.ConstructNFA; outAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; this>
